image_path,image_name,label,label_id,dataset,subset,phash,group_id,width,height,aspect,gray_like,blur
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_725.jpg,6_725.jpg,Diwani,0,DuwaBench,DuwaBench,843a6bc5249fb279,g00015,1200,1200,1.000000,False,328.218964
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0026.jpg,0026.jpg,Diwani,0,AC_data,Diwani,84dda22d7d96e922,g00016,539,130,4.146154,False,956.423645
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_712.jpg,6_712.jpg,Diwani,0,DuwaBench,DuwaBench,85d22d1ee32ed32c,g00017,1945,2560,0.759766,False,1139.938110
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_349.jpg,6_349.jpg,Diwani,0,DuwaBench,DuwaBench,85d41abd5e9f182c,g00018,1280,720,1.777778,False,492.325867
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn26.jpg,dwn26.jpg,Diwani,0,DuwaBench,DuwaBench,861156337efa95a2,g00019,735,716,1.026536,False,1020.620117
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn47.jpg,dwn47.jpg,Diwani,0,DuwaBench,DuwaBench,864acb9539e478f8,g00020,1132,1647,0.687310,False,219.647552
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0113.jpg,0113.jpg,Diwani,0,AC_data,Diwani,86b7f8089f9e28f0,g00021,341,104,3.278846,True,2790.025879
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Nisa-41-Diwani_segment_no_1.jpg,Al-Nisa-41-Diwani_segment_no_1.jpg,Diwani,0,HICMA,Set1,86cbd07c87f04a8f,g00022,3000,451,6.651885,True,945.028748
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0141.jpg,0141.jpg,Diwani,0,AC_data,Diwani,8897f12aca9974d3,g00023,414,81,5.111111,False,1054.868042
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0015.jpg,0015.jpg,Diwani,0,AC_data,Diwani,88c4ff3f8206fdc0,g00024,689,115,5.991304,False,2517.459473
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Hadid-57-21-Diwani_segment_no_0.jpg,Al-Hadid-57-21-Diwani_segment_no_0.jpg,Diwani,0,HICMA,Set1,88f9bf66c837608a,g00025,3000,369,8.130081,True,1824.564575
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_174.jpg,5_174.jpg,Diwani,0,DuwaBench,DuwaBench,8976679c664bd834,g00026,1400,570,2.456140,True,457.701202
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0120.jpg,0120.jpg,Diwani,0,AC_data,Diwani,89d168aaf6268f3c,g00027,311,112,2.776786,True,786.715332
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0133.jpg,0133.jpg,Diwani,0,AC_data,Diwani,8a89b1e220da1fbf,g00028,329,103,3.194175,True,890.463623
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0090.jpg,0090.jpg,Diwani,0,AC_data,Diwani,8a97dd7d7684260a,g00029,527,75,7.026667,False,976.447205
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_292.jpg,6_292.jpg,Diwani,0,DuwaBench,DuwaBench,8afcf903668a3be0,g00030,2000,1500,1.333333,False,132.129044
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0012.jpg,0012.jpg,Diwani,0,AC_data,Diwani,8afd823c58ab07f2,g00031,700,117,5.982906,False,2148.124756
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_295.jpg,6_295.jpg,Diwani,0,DuwaBench,DuwaBench,8afdf503648a1bf0,g00032,2000,1500,1.333333,False,171.365723
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Taghibun-64-16-Diwani_segment_no_0.jpg,Al-Taghibun-64-16-Diwani_segment_no_0.jpg,Diwani,0,HICMA,Set1,8b0fb9f77041990b,g00033,2863,711,4.026723,True,697.083191
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Nisa-4-26-28-Diwani_segment_no_3.jpg,Al-Nisa-4-26-28-Diwani_segment_no_3.jpg,Diwani,0,HICMA,Set1,8b87f0673dd062c9,g00034,1911,338,5.653846,True,1431.590576
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Hashir-59-21-Diwani-Web_segment_no_0.jpg,Al-Hashir-59-21-Diwani-Web_segment_no_0.jpg,Diwani,0,HICMA,Set1,8b95f027bf40817b,g00035,2660,355,7.492958,True,2082.700439
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0031.jpg,0031.jpg,Diwani,0,AC_data,Diwani,8bb3e0e60c987727,g00036,485,142,3.415493,False,703.636780
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0024.jpg,0024.jpg,Diwani,0,AC_data,Diwani,8bd5d40be53616c9,g00037,688,103,6.679612,False,2699.720215
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0174.jpg,0174.jpg,Diwani,0,AC_data,Diwani,8be5e97896d208d5,g00038,429,65,6.600000,False,2769.721924
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn61.jpg,dwn61.jpg,Diwani,0,DuwaBench,DuwaBench,8c1b1fbcb5c5c642,g00039,1071,1829,0.585566,False,522.738647
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0145.jpg,0145.jpg,Diwani,0,AC_data,Diwani,8c9a81e1726c9f3d,g00040,260,121,2.148760,False,2072.467529
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Hashir-59-21-Diwani-Web_segment_no_2.jpg,Al-Hashir-59-21-Diwani-Web_segment_no_2.jpg,Diwani,0,HICMA,Set1,8ca5e05f916eb34a,g00041,2418,305,7.927869,True,2236.467285
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0054.jpg,0054.jpg,Diwani,0,AC_data,Diwani,8db2f21f09c836b3,g00042,498,112,4.446429,False,968.387695
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\7_835.jpg,7_835.jpg,Diwani,0,DuwaBench,DuwaBench,8de49b92f00de971,g00043,1028,1200,0.856667,False,176.507202
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\002-Al-Baqara-2-128-Diwani_segment_no_0.jpg,002-Al-Baqara-2-128-Diwani_segment_no_0.jpg,Diwani,0,HICMA,Set1,8df48b740bd225f8,g00044,2573,869,2.960875,True,844.788147
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn85.jpg,dwn85.jpg,Diwani,0,DuwaBench,DuwaBench,8e0e1efac183375a,g00045,1080,1078,1.001855,False,98.845200
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_253.jpg,6_253.jpg,Diwani,0,DuwaBench,DuwaBench,8e4b69a531b76626,g00046,1801,1801,1.000000,False,294.933929
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0033.jpg,0033.jpg,Diwani,0,AC_data,Diwani,8e81e96c16e97a87,g00047,562,122,4.606557,False,1271.346924
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Ghafir-4058-Diwani-1_segment_no_0.jpg,Ghafir-4058-Diwani-1_segment_no_0.jpg,Diwani,0,HICMA,Set1,8e87b946b84301ff,g00048,3000,516,5.813953,True,859.174927
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_112.jpg,5_112.jpg,Diwani,0,DuwaBench,DuwaBench,8e8d49f03712fe23,g00049,1290,1742,0.740528,False,160.664627
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\005-Al-Baqara-2-160-Diwani_segment_no_0.jpg,005-Al-Baqara-2-160-Diwani_segment_no_0.jpg,Diwani,0,HICMA,Set1,8e8fb9d020db8657,g00050,2127,786,2.706107,True,874.845520
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_302.jpg,4_302.jpg,Diwani,0,DuwaBench,DuwaBench,8e9c71695b335887,g00051,1280,1280,1.000000,False,108.307137
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_319.jpg,4_319.jpg,Diwani,0,DuwaBench,DuwaBench,8f393166c6989973,g00052,3251,3251,1.000000,False,58.516365
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Basmallah-with-najm_segment_no_0.jpg,Basmallah-with-najm_segment_no_0.jpg,Diwani,0,HICMA,Set1,8f85e213b06e976c,g00053,2050,930,2.204301,True,679.315186
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0011.jpg,0011.jpg,Diwani,0,AC_data,Diwani,8fbb942583de3984,g00054,431,200,2.155000,False,72.194801
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0087.jpg,0087.jpg,Diwani,0,AC_data,Diwani,8fcfd010ae6759c8,g00055,345,115,3.000000,True,2305.198242
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Al-Taghabun-64-11-Diwani_segment_no_0.jpg,Al-Taghabun-64-11-Diwani_segment_no_0.jpg,Diwani,0,HICMA,Set1,8fdbf02f81c274a1,g00056,2959,495,5.977778,True,1150.403076
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_334.jpg,4_334.jpg,Diwani,0,DuwaBench,DuwaBench,9019cb47ec6c9b33,g00057,3000,2000,1.500000,False,165.655746
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0010.jpg,0010.jpg,Diwani,0,AC_data,Diwani,904a6fb550c31f6b,g00058,552,157,3.515924,False,81.872383
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0170.jpg,0170.jpg,Diwani,0,AC_data,Diwani,90684b862fb32edd,g00059,303,93,3.258065,False,388.840729
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0075.jpg,0075.jpg,Diwani,0,AC_data,Diwani,90cd1f1eeeb241c3,g00060,350,124,2.822581,True,349.270874
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\B-2_segment_no_0.jpg,B-2_segment_no_0.jpg,Diwani,0,HICMA,Set1,90cd2b336ecc1766,g00061,3507,2479,1.414683,False,242.699387
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_133.jpg,5_133.jpg,Diwani,0,DuwaBench,DuwaBench,913d964f6e8b2496,g00062,1280,720,1.777778,False,158.156479
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_188.jpg,5_188.jpg,Diwani,0,DuwaBench,DuwaBench,916e6e91233ec9c3,g00063,3200,2033,1.574029,True,418.639496
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_323.jpg,4_323.jpg,Diwani,0,DuwaBench,DuwaBench,91cd6ba435c23dd2,g00064,1200,1201,0.999167,False,1790.680786
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0109.jpg,0109.jpg,Diwani,0,AC_data,Diwani,91ed894aea13947e,g00065,476,75,6.346667,False,3660.803223
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\Hasbi-Allah-Diwani_segment_no_1.jpg,Hasbi-Allah-Diwani_segment_no_1.jpg,Diwani,0,HICMA,Set1,931be4d95499343b,g00066,2212,669,3.306428,True,973.641174
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn17.jpg,dwn17.jpg,Diwani,0,DuwaBench,DuwaBench,94b6c963166926d7,g00067,736,362,2.033149,False,878.658569
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\3_276.jpg,3_276.jpg,Diwani,0,DuwaBench,DuwaBench,955a79a576c60d34,g00068,736,1170,0.629060,False,319.253693
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_391.jpg,6_391.jpg,Diwani,0,DuwaBench,DuwaBench,956a422d6311cffa,g00069,770,583,1.320755,False,1186.387451
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_325.jpg,4_325.jpg,Diwani,0,DuwaBench,DuwaBench,95958c9831b9cdb6,g00070,1400,933,1.500536,False,610.337280
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_267.jpg,6_267.jpg,Diwani,0,DuwaBench,DuwaBench,968669399a696d93,g00071,4096,2728,1.501466,False,25.791599
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0171.jpg,0171.jpg,Diwani,0,AC_data,Diwani,97933a1e131e3e51,g00072,339,83,4.084337,True,3387.374023
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0164.jpg,0164.jpg,Diwani,0,AC_data,Diwani,9898aa69df57c80d,g00073,299,96,3.114583,True,2112.794678
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0001.jpg,0001.jpg,Diwani,0,AC_data,Diwani,98ce91c233ef58d1,g00074,700,216,3.240741,False,42.122131
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0161.jpg,0161.jpg,Diwani,0,AC_data,Diwani,98f29f0703f76189,g00075,416,70,5.942857,False,2627.741455
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\2_110.jpg,2_110.jpg,Diwani,0,DuwaBench,DuwaBench,996666998c6f72c8,g00076,1007,483,2.084886,True,1157.791382
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\dwn62.jpg,dwn62.jpg,Diwani,0,DuwaBench,DuwaBench,99691eb938a6e4c5,g00077,959,1798,0.533370,False,2303.451172
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_93.jpg,5_93.jpg,Diwani,0,DuwaBench,DuwaBench,997466c3993965c6,g00078,1001,1001,1.000000,True,190.004745
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\5_94.jpg,5_94.jpg,Diwani,0,DuwaBench,DuwaBench,9999ec6361d691b8,g00079,800,1422,0.562588,False,230.378128
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_324.jpg,4_324.jpg,Diwani,0,DuwaBench,DuwaBench,9a666c99336c9c93,g00080,563,630,0.893651,True,621.884949
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0048.jpg,0048.jpg,Diwani,0,AC_data,Diwani,9ad2d26efa01ea98,g00081,598,96,6.229167,False,2335.992432
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0158.jpg,0158.jpg,Diwani,0,AC_data,Diwani,9ad9866fd091638e,g00082,363,83,4.373494,False,1104.963745
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\6_525.jpg,6_525.jpg,Diwani,0,DuwaBench,DuwaBench,9b3966c6980fd3b0,g00083,980,980,1.000000,False,597.544861
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\7_728.jpg,7_728.jpg,Diwani,0,DuwaBench,DuwaBench,9b397ec1403e6678,g00084,900,1200,0.750000,False,358.464417
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0006.jpg,0006.jpg,Diwani,0,AC_data,Diwani,9b9485c831bfc0af,g00085,608,166,3.662651,False,231.607925
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\DuwaBench\images\4_328.jpg,4_328.jpg,Diwani,0,DuwaBench,DuwaBench,9c3727c8734c6699,g00086,1080,799,1.351690,False,1232.762085
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\HICMA\Set1\images\39-30-Diwani-2.jpg,39-30-Diwani-2.jpg,Diwani,0,HICMA,Set1,9c94e9332dee9123,g00087,3000,1368,2.192982,True,49.620708
C:\Users\user\OneDrive - American University of Beirut\Courses\NeuralNetworks-EECE693\Project\ArabicCalligraphyClassificationAndRecognition\data\raw\dataset\AC_data\Diwani\0019.jpg,0019.jpg,Diwani,0,AC_data,Diwani,9cc39bc13fe00cb9,g00088,351,216,1.625000,True,50.355251
